Title,Author,Date,Category,Content,URL
LCCI urges new members to uphold ethics,Rukayat Moisemhe,8/14/2025 16:45,Economy,"Induction
By Rukayat Moisemhe
Lagos, Aug. 14, 2025 (NAN) The Lagos Chamber of Commerce and Industry (LCCI) has urged new members to uphold ethics, embrace innovation, and leverage its platform for sustainable growth and global competitiveness.
LCCI President, Mr Gabriel Idahosa, made the call on Thursday in Lagos during the formal induction of 38 new organisations into the chamber.
He noted that LCCI had remained the leading private sector voice through sustained public policy advocacy, stakeholder engagement, and trade promotion activities.
Idahosa said the chamber had consistently promoted and protected private enterprise, commerce, and industry to foster global competitiveness.
He added that, in 2020, LCCI obtained the International Organisation for Standardisation (ISO) 9001:2015 certificate.
�??This makes us the first chamber of commerce in West Africa to be ISO certified, and the second in Africa �?? a milestone we relish with pride.
�??As we induct your companies today, I emphasise our commitment to high ethical standards, innovation, continuous improvement, integrity, and good corporate governance in business practice.
�??As business owners and managers, your primary aim is profit, but I charge you to prioritise transaction integrity, environmental care, climate action, and social sustainability.
�??I enjoin you all to commit to high ethical standards, global best practices, and responsible corporate citizenship.
�??Indeed, the chamber has a code of business ethics for all members,�?� he said.
Idahosa added that the LCCI had strengthened its services to meet stakeholder needs.
This, he said, would catalyse private enterprises and organisations to achieve sustainable growth and global competitiveness. (NAN) (www.nannews.ng)
ARM/KTO
==========
Edited by Kamal Tayo Oropo",https://nannews.com.ng/2025/08/14/lcci-urges-new-members-to-uphold-ethics/
"NCoS reports giving non-custodial sentences to over 64,000 inmates in 5 years",Ibironke Ariyo,8/14/2025 16:42,Defence/Security,"Personnel of the Nigerian Correctional Service (NCoS) during the Third public hearing on Thursday in
Inmates
By Ibironke Ariyo
Abuja, Aug. 14, 2025(NAN) The Nigerian Correctional Service (NCoS) says no fewer than 64,000 inmates received non-custodial sentences between 2021 and 2025.
The Controller of Corrections in charge of Probation, Ponyaka Nandang, disclosed this on Thursday in Abuja during the third public hearing of the Independent Investigative Panel on Alleged Corruption and Other Violations against the correctional service.
The News Agency of Nigeria (NAN) reports that non-custodial sentences�??alternatives to imprisonment�??include community service, suspended sentences, fines, probation, and restitution orders.
According to NAN, these measures aim to rehabilitate offenders and reduce prison overcrowding by providing punishments that do not involve incarceration.
Speaking before the panel on Thursday in Abuja, Nandang revealed that between 2021 and 2024, a total of 54,523 inmates, comprised of 49,463 men and 5,060 women, were placed under non-custodial measures nationwide.
Nandang added that another 10,406 inmates�??comprising 9,207 men and 1,199 women�??received similar sentences between January and June 2025.
He, however, noted that in spite of the growing use of these alternatives to incarceration, challenges, such as?� inadequate funding, limited staffing, and weak judicial collaboration had persisted.
He warned that without stronger institutional support, the long-term effectiveness and sustainability of the non-custodial measures established under the NCoS Act of 2019 remained uncertain.
�??We have some impediments, and it�??s very obvious. One of the major impediments is funds. No budgetary allocations deliberately meant for restorative justice,�?� he lamented.
He also decried the lack of infrastructure and basic logistics to support operations in many areas.
�??Sometimes, you have to appeal to a local government chairman for office space; even when it is granted, there are no seats or basic facilities to carry out the required duties.
�??The human resource deficit is equally a challenge. The total number of officers managing non-custodial services across the country is just 1,563.
�??The state with the highest number is Kebbi, with 131 staff, while Imo has the fewest, with only seven officers,�?� he added.
The NCoS Controller also cited weak judicial participation in the implementation of non-custodial measures, especially regarding probation and parole.
According to him, most courts have not been granting probation orders, either because the substantive laws have not adequately captured them or due to other legal gaps.
�??While parole boards have been established across several states, delays persist due to the absence of necessary technical committees at the national level.
�??We are yet to form the technical committees whose members are to sit on these recommendations and then eventually grant parolees those prospective parolees,�?� the controller maintained.
Nandang, however, expressed concern that restorative justice was being hampered by rigid legal interpretations, in spite of its potential.
He said, �??Even for inmates on death row, can we also kick-start the process of restorative justice?
Not necessarily with the view that these people should be removed from custodial centres, but that relationships should be restored.�?�
He called for collaboration with traditional institutions, vigilante groups, and non-state actors, whom he said had already been instrumental in bridging implementation gaps in some areas.
He also called on the judiciary and prosecuting agencies to align with the correctional service�??s efforts, warning that outdated legal provisions were hindering progress.
�??Because of inadequate staffing, we have sometimes had to rely on vigilante groups to execute some of the court sentences,�?� he said.
�??Also, most judiciary officers will tell you that you do not have enough provisions to back up this implementation of non-custodial services,�?�he said.
Nandang, however, remained hopeful that with stronger political will, legal reforms, and stakeholder�??s cooperation, the non-custodial system could play a transformative role in Nigeria�??s justice sector.
�??Non-custodial measures are helping the NCoS, but there are still many challenges. If we truly want this to work, we need the support of every stakeholder,�?� he emphasised.(NAN) (www.nannews.ng)
ICA/KOO
=========
Edited by Kevin Okunzuwa",https://nannews.com.ng/2025/08/14/ncos-reports-giving-non-custodial-sentences-to-over-64000-inmates-in-5-years/
"Kidnapping: Police rescue toddler, arrest suspect in Yobe",Ahmed Abba,8/14/2025 16:39,Defence/Security,"Rescue
By Ahmed Abba
Damaturu, Aug. 14, 2025 (NAN) The Police Command in Yobe,?� has rescued a two-year-old boy kidnapped in Potiskum and arrested a 24-year-old suspect linked to the crime.
SP Dungus Abdulkarim, Public Relations Officer of the Command?� made this known on Thursday in Damaturu.
He said the toddler was abducted on July 31, with his father, Mohammed Ishayaku, receiving a ransom demand of N2 million from his captors.
Abdulkarim added that police investigations led to the arrest of Abdullahi Aliyu of Kakuri, Kaduna, after he was found to be involved in similar offences in other states.
The Commissioner of Police in Yobe, CP Emmanuel Ado, commended the operatives for the swift rescue and restated the command�??s resolve to tackle criminal activities across the state.
Ado urged parents to be vigilant and promptly report suspicious activities or incidents to the nearest police station.
According to him, the command remains committed to safeguarding the lives and properties?� of residents. (NAN) www.nannews.ng
AIA/CCN/YMU
======
Edited by Chinyere Nwachukwu and Yakubu Uba",https://nannews.com.ng/2025/08/14/kidnapping-police-rescue-toddler-arrest-suspect-in-yobe/
Lagos engages stakeholders on pilot PPP for water corporation,Fabian Ekeruche,8/14/2025 16:39,Environment,"PPP
By Fabian Ekeruche and Olaitan Idris
Lagos, Aug. 14,
2025
, (NAN) The Lagos State Government has convened a stakeholders�?? engagement on a pilot Public-Private Partnership (PPP) initiative for the Lagos Water Corporation (LWC), to explore innovative and technology-driven approach to improving water service delivery.
The News Agency of Nigeria (NAN) reports that the meeting with the theme, �??Attracting Investment for Improved Water Supply in Lagos State through Public-Private Partnership,�?� was held on Thursday in Lagos.
The two-day event was organised by the LWC with the support of WaterAid, Nigeria.
Speaking at the event, the Special Adviser, Ministry for the Environment and Water Resources, Mr Rotimi Akodu, described the initiative as a critical step in addressing the state�??s growing water demand, driven by rapid urbanisation and population growth.
Akodu said the initiative reflected the state�??s recognition that achieving universal access to potable water required both substantial capital investment and operational efficiency-elements that could be enhanced through strategic PPP.
The Permanent Secretary, Office of Drainage Services and Water Resources, Mr Mahamood Adegbite,?�noted that the state had made commendable progress in expanding water infrastructure.
Adegbite, however, said the scale of current challenges, from aging facilities to the impact of climate change, demands innovative partnerships that prioritise sustainability, resilience, and accountability.
According to him, the government�??s vision is clear �?? to guarantee uninterrupted access to clean and safe water for all Lagosians.
He added that the partnership model would ensure enhanced?� infrastructure to serve future generations.
�??We urge stakeholders to support and embrace this new structure for the greater good of our citizens,�?� Adegbite said.
Also, the Permanent Secretary, Office of Environmntal Services, Dr Omobolaji Gaji, said that shortage in funding and reduction in foreign supports had made it compelling for the governments to be innovative in funding the water sector.
�??Therefore, there is no better time to partner with the private sector to bring in funding and to improve water services than now,�?� Gaji said.
Speaking at the event, the Managing Director of Lagos Water Corporation, Mr Mukhtaar Tijani, reiterated the government�??s vision to transform the water sector into a modern, efficient, and sustainable system.
Tijani said the government envisioned a system capable of meeting the current and future needs of residents, supporting economic growth, and aligning with global best practices in water resource management.
He noted that the PPP framework offered a unique opportunity to combine public oversight with private sector innovation, operational efficiency, and investment capacity, to boost production, reduce water losses, and ensure efficient distribution to underserved communities.
According to him,?� the PPP initiative is not an attempt to privatise water resources, but rather a strategic collaboration to improve service quality, expand coverage, and ensure the financial viability of operations.
�??The decision to pilot the model through selected mini and micro waterworks is guided by the need to leverage private sector expertise, innovation, and funding,�?� he said.
Reeling out the overview of the Pilot Public-Private Partnership for the LWC, Tijani described the initiative as a crucial step in the state�??s broader strategy to modernise public utilities, safeguard public health, and stimulate economic growth.
He assured the state�??s committed to transparent procurement processes and robust regulatory oversight to safeguard public interest and foster a commercially attractive investment climate.
He commended WaterAid Nigeria for its commitment to supporting the Lagos Water Corporation to improve urban water supply in Lagos State.
In her remarks, the Country Director of WaterAid Nigeria, Evelyn Mere, called on the government to scale up the Akilo water scheme management model that is aimed at achieving sustainable urban water supply.
Mere said that?� PPP remained a feasible panacea to improve urban water supply in Lagos to ensure residents have access to affordable and quality potable water.
She commended Gov. Babajide Sanwo-Olu for assenting to the WASH policy in February
2024
.
She dsclosed that?�Akilo waterworks, which is being rehabilitated by WaterAid Nigeria, would be inaugurated in September.
The country director charged?� the state government to use Akilo as a model to resuscitate others.
NAN reports that stakeholders at the meeting lauded the state government�??s strategic drive to provide essential water resources and its openness in involving communities and private partners in decision-making. (NAN)(
www.nannews.ng
)
FBO/IOI/ISHO/JNC
=============
Edited by Yinusa Ishola/Chinyere Joel-Nwokeoma",https://nannews.com.ng/2025/08/14/lagos-engages-stakeholders-on-pilot-ppp-for-water-corporation/
"By-election: Soludo�??s performance, quality of candidates will give APGA victory �?? Commissioner",Patrick Anaso,8/14/2025 16:38,Politics,"By-election: Soludo�??s performance, quality of candidates will give APGA victory �?? Commissioner
By-election
By Chimezie Anaso
Awka, Aug. 14, 2025 (NAN) The Commissioner for Information in Anambra, Dr Law Mefor, has said that the ruling-All Progressives Grand Alliance (APGA) will win the two contested positions in the Aug. 16 by-elections in the state.
Mefor expressed the optimism, while speaking on his expectations ahead of the poll in an interview with the News Agency of Nigeria (NAN) in Awka on Thursday.
According to him, APGA candidates, including Dr Emma Nwachukwu (Anambra South Senatorial District) and Ms Mimi Azikiwe, the granddaughter of Dr Nnamdi Azikiwe (Onitsha 1 State Constituency), are not only popular but had pedigree.
He also said that APGA had done well over the years, and the people of Anambra South Senatorial District and Onitsha 1 State Constituency were going to reward Gov. Chukwuma Soludo for doing a good job.
�??Already, the people of Anambra have endorsed Soludo, the Central, North and South Senatorial Districts have held endorsement rallies for him, South in particularly raised over N100 million for his re-election.
�??For Onitsha, the town has benefitted, perhaps more than other parts of Anambra, with the transformation of the city, like Fegge and Ochanja as well as its suburbs, like Okpoko and others.
�??Our candidates are more qualified than their opponents in other parties and Anambra is essentially an APGA state.
�??All these will play out on Saturday.
�??There is no way our candidates will not win the by-election, they will win convincingly,�?� he said.
Mefor urged the people to participate freely in the election, saying that �??the state is safe and secure�?�. (NAN)(www.nannews.ng)
APC/USO
Edited by Sam Oditah",https://nannews.com.ng/2025/08/14/by-election-soludos-performance-quality-of-candidates-will-give-apga-victory-commissioner/
"By-Elections: ADC tasks INEC on impartiality, transparency",Oloniruha Emmanuel,8/14/2025 16:36,Politics,"Election
By Emmanuel Oloniruha
Abuja, Aug. 14, 2027 (NAN)The African Democratic Congress (ADC), has called on the Independent National Electoral Commission (INEC) to uphold the principles of impartiality and transparency in the conduct of Saturday by-elections.
The ADC acting National Chairman, Sen. David Mark, made the call on Thursday in Abuja, in a goodwill message to the party Senatorial, House of Representatives, and State Houses of Assembly candidates in the election.
Mark, in the statement signed by his Media Adviser, Paul Mumeh, urged INEC to conduct a process that would restore public trust in the electoral system.
Stressing the need for a truly free, fair, and credible election on Saturday, the former Senate President reminded INEC that �??all eyes are on the commission�?� to correct past errors.
Mark also called on security agencies to guarantee a level playing field for all participants, ensuring that the will of the people was allowed to prevail without interference.
Mark commended ADC candidates for their courage and dedication, urging them and their supporters to comply with electoral laws while remaining vigilant against manipulation or intimidation.
Describing the ADC as a �??child of necessity�?� born out of the genuine desire to offer Nigerians an alternative and better governance, Mark appealed to the electorate to give the party an opportunity to prove its worth.
He noted that the ADC would field candidates in Senatorial, House of Representatives, and State Houses of Assembly bye-elections in Anambra, Edo, Oyo, Taraba, Adamawa, Kaduna, Zamfara, Kano, Niger, and Ogun States.(NAN)(www.nannews.ng)
OBE/MNA
Edited by Maureen Atuonwu
===",https://nannews.com.ng/2025/08/14/by-elections-adc-tasks-inec-on-impartiality-transparency/
"Kogi CP tasks youths on peacebuilding, conflict prevention",Thompson Yamput,8/14/2025 16:35,Defence/Security,"Kogi CP tasks youths on peacebuilding, conflict prevention
Youth
By Thompson Yamput
Lokoja, Aug. 14, 2025 (NAN) The Commissioner of Police in Kogi, Mr Miller Dantawaye has tasked youths on peacebuilding and conflict prevention in the quest for national development.
Dantawaye gave the charge on Thursday when the leadership of the National Youth Council of Nigeria, (NYCN), led by its Chairman, Comrade Abdulrahman Abdulmumin, paid him a visit in his office in Lokoja.
He said, �??Youths have a vital role to play in peacebuilding and conflict prevention by contributing their ideas, knowledge and skills to provide complementary role in crime fighting and nation�??s growth.�?�
The CP advised the youth to abhor crime and take on responsibilities in making tangible impact at assisting the police and other security agencies with useful and timely information to help in tracking criminals in the state.
Dantawaye said that the visit would foster unity, encourage civic responsibility and promote youths involvement in security matters.
According to him, involvement of youths in peace and security can also foster reconciliation and conflict prevention.
Earlier, Abdulmumin commended the CP for his strategic leadership style and efforts put in place since he assumed office in tackling criminal activities in the state.
He assured the readiness of Kogi youths to partner with the police to enhance security in the state.
�??Youths are the vanguard for peace and development, and so committed to playing vital role at supporting and improving police efforts in safeguarding the state,�?� Abdulmumin added. (NAN)(www.nannews.ng)
TYC/IKU
Edited by Tayo Ikujuni",https://nannews.com.ng/2025/08/14/kogi-cp-tasks-youths-on-peacebuilding-conflict-prevention/
NUJ FCT congratulates Abimbola Oyetunde on FRCN appointment,Oloniruha Emmanuel,8/14/2025 16:35,General News,"Appointment
By Emmanuel Oloniruha
Abuja, Aug. 14, 2025 (NAN) The Nigeria Union of Journalists (NUJ), FCT Council, has congratulated Dr. Abimbola Oyetunde on her appointment as Deputy Director of News for the Federal Radio Corporation of Nigeria (FRCN).
She was also named Bureau Chief for the FRCN Network News Annex in Lagos.
In a statement issued on Wednesday in Abuja, NUJ FCT Council Chairperson, Grace Ike, described the appointment as well-deserved, recognising Oyetunde�??s exceptional leadership, dedication, and commitment to journalistic excellence.
Ike highlighted Oyetunde�??s historic achievement as the first female Deputy National President of the NUJ, noting it as a significant milestone that reflected her trailblasing spirit and the deep respect she commanded within the media industry.
�??She continues to inspire countless women aspiring to leadership roles in journalism,�?� Ike said, expressing confidence that Oyetunde�??s visionary leadership would further strengthen FRCN�??s news operations and uphold the highest standards of ethical reporting.
Wishing her a successful tenure marked by innovation and integrity, Ike added that the NUJ looked forward to Oyetunde�??s continued contributions to the development of Nigeria�??s media landscape.
�??This elevation is truly well-earned, and we look forward to her continued legacy of excellence and resilience in shaping Nigeria�??s media,�?� she said. (NAN)(www.nannews.ng)
OBE/AMM
========
Edited by Abiemwense Moru",https://nannews.com.ng/2025/08/14/nuj-fct-congratulates-abimbola-oyetunde-on-frcn-appointment/
Lagos issues traffic advisory for bridge repairs,Chiazo Ogbolu,8/14/2025 16:34,"General News, Metro","Repairs
By Chiazo Ogbolu
Lagos, Aug. 14, 2025 (NAN) The Lagos State Government (LASG) has issued a traffic advisory ahead of emergency repairs on the damaged section of the Maryland Independence Bridge wall.
The Commissioner for Transportation, Mr Oluwaseun Osiyemi, announced this in a statement issued to newsmen on Thursday in Lagos.
Osiyemi stated that the repairs will run from Saturday, Aug. 16, to Tuesday, Aug. 19, between 11.00 p.m. and 4.00 a.m. daily.
Consequently, motorists are advised to use alternative routes during the three-night repair works to avoid delays.
Motorists bound for Oshodi, Ojuelegba, Stadium and Lagos will be diverted at Maria Lodge, Maryland, onto the Maryland Bridge to connect Idiroko inward Anthony.
This diversion is necessary because the main carriageway will remain closed to vehicular movement throughout the repair period.
However, motorists travelling inbound Ketu or Ikorodu from Lagos, Stadium or Anthony will experience unhindered movement during the works.
Osiyemi assured that traffic management personnel will be deployed to minimise inconvenience and control vehicular flow during the repairs.
He urged motorists to follow officers�?? directives to ensure smooth traffic flow and avoid unnecessary congestion.
Motorists are implored to remain patient throughout the repair period. (NAN) (www.nannews.ng)
CAN/CCN/KTO
==============
Edited by Chinyere Nwachukwu / Kamal Tayo Oropo",https://nannews.com.ng/2025/08/14/lagos-issues-traffic-advisory-for-bridge-repairs/
"Ajaokuta Steel coy spends N1bn annually in pensions, salaries?� �?? Prof. Asuquo",Martha Agas,8/14/2025 16:32,Economy,"Ajaokuta spends N1bn annually in pensions, salaries?� �?? Prof. Asuquo
Ajaokuta
By Martha Agas
Abuja, Aug. 14, 2025 (NAN) The non functional?� Ajaokuta Steel Company Limited (ASCL) is costing the country more than N1 billion annually in pensions, salaries, taxes, and administrative costs.
Prof. Linus Asuquo, Director-General (D-G) of the National Metallurgical Development Centre, Jos, stated this in his presentation at a panel discussion at the maiden edition of the National Steel Summit on Thursday in Abuja.
The discussion was titled �??Dissecting the Current Policy Framework: Identifying Gaps and Building a Robust Institutional Regulation�?�.
The News Agency of Nigeria (NAN) recalls that, according to a 2024 report by BudgIT�??s accountability platform,?� Ajaokuta�??s financial burden has continued to grow, with about �??1.11 billion spent in the past two years.
The D-G listed the challenges of the steel company to include a huge financial burden, mismanagement, corruption, and a disconnected value chain infrastructure.
According to him, Nigeria has invested over eight billion U.S. dollars in the Ajaokuta project over a period of more than 40 years.
He said that persistent mismanagement and policy failures derailed the project, as funds were misappropriated and concessionaire deals failed, citing the Japanese Kob Steel and India-based Global Steel Holdings Limited (GSHL) as examples.
Asuquo explained that the ASCL was burdened with a disconnected value chain infrastructure, as the iron ore mines at the National Iron Ore Mining Company (NIOMCO) in Itakpe, Kogi, remained non-operational.
�??Rail line for transporting ore from Itakpe to Ajaokuta was delayed, vandalised, it was only completed and inaugurated in 2020.
�??Obsolete technology and degraded equipment because most of the installed machinery has degraded over decades and the plant lacks modern energy efficient steel making technologies.�?�
He also noted that local community displacement remains unresolved as 13 villages were displaced when the plant was built.
According to Prof. Asuquo, the way forward is to rebuild the integrated supply chain and adopt modern mini-mill technologies.
He recommended shifting from large-scale blast furnaces to compact strip production (CSP), a cheaper, more energy-efficient technology that can be built and made operational more quickly.
Other recommendations he made included adopting private sector concessions, which entailed a complete shift from government management to strategic private investors with proven expertise.
�??The way forward includes-manufacturing and pulsed revival of the plant, community and civil society engagement through (ESIA) Environmental and Social Impact Assessment.
�??It (ASCL) can be used as an industrial park and free trade zone,�?? he said.
He noted that Nigeria�??s key legacy steel assets were mostly underutilised and equipped with obsolete machinery, stating that revitalising them required policy and institutional reforms alongside strategic public-private partnerships.
The D-G listed other measures to include infrastructure and energy improvements; research, development and innovation; human capital development; raw materials exploration and processing; and sustainable financing mechanisms.
�??Revitalising Nigeria�??s legacy steel assets is a national imperative. With political will, coherent policies, private sector collaboration, and sustained investment, the steel sector can become a key driver of industrialisation and economic transformation,�?? he said.
The theme of the summit is?� Rebuilding and Consolidating Nigeria�??s Steel Industry: Collaborative Action for Sustainable Growth and Global Competitiveness.(NAN)(
www.nannews.ng
)
MAA/ YMU
Edited by Yakubu Uba",https://nannews.com.ng/2025/08/14/ajaokuta-pays-n1-billion-in-pensions-despite-being-non-operational-summit/
FCTA receives 4 CNG hybrid buses to boost public transport,Philip Daniel Yatai,8/14/2025 16:29,Metro,"CNG
By Philip Yatai
Abuja, Aug. 14, 2025 (NAN) The Federal Capital Territory Administration (FCTA) has received four 50-seater hybrid Compressed Natural Gas (CNG) buses from the Presidential CNG Initiative (PCNGI) to improve public transportation in the territory.
While receiving the keys in Abuja on Thursday, FCT Minister Nyesom Wike, represented by the Mandate Secretary, FCT Transportation Secretariat, Mr Chinedum Elechi, said the buses would comfortably transport up to 200 people.
He noted that the buses would run on both CNG and Automotive Gas Oil (AGO), in line with President Bola Tinubu�??s
Renewed Hope Agenda
.
According to Wike, no modern city will thrive without a robust public transportation system.
�??So, public transportation is meant to move people from one point to the other, especially those who cannot afford private transportation, or those who can afford private transportation but opt to go on the public system.
�??Also, when tourists come in, they don�??t come with their private transportation; they depend on a robust public transportation system.
�??This is why we are building roads, bridges and bus terminals. We have just commissioned two of the modern bus terminals at Mabushi and Kugbo, while the third one in the Central Area will soon be ready,�?� he said.
The minister said that the FCTA would procure more buses to ease public transportation in the nation�??s capital.
He commended Tinubu for the initiative and for ensuring that the FCTA was not left out.
Mr Michael Oluwagbemi, Programme Director and Chief Executive, PCNGI, while?� handing over the keys to the minister, said that the initiative would make sure that the CNG buses get to the identified beneficiaries across the country.
Oluwagbemi explained that the presidential initiative was designed to ensure that Nigerians move around in a cheaper, safer and more reliable transaction system.
He commended the FCTA for demonstrating a great support for the PCNGI programme.
He added that the Administration has shown great innovation by investing not just in roads infrastructure but in Bus Terminals under the great leadership of the minister.
�??You are receiving four because you are one of our biggest supporters and also because through you, we know more people because you are in the business of direct transportation at the FCT.
�??We see your terminals; we see your roads. So we want to thank you.
�??For this we felt that the FCTA should be a major beneficiary of this initiative and I want to thank everybody at the FCTA for the good job you are doing.
�??I look forward to an FCT in the next two to three years where residents will leave their vehicles at home and take one of these buses to work, town and other places, as is done in other developed countries,�?� he said. (NAN)(www.nannews.ng)
FDY/AMM
=======
Edited by Abiemwense Moru",https://nannews.com.ng/2025/08/14/fcta-receives-4-cng-buses-to-boost-public-transport/
Minister urges long-term Humanitarian solutions as aid declines,Folasade Akpan,8/14/2025 16:22,Health,"Participants at the Nigeria INGO Forum (NIF) Dialogue Series on thursday in Abuja.
Solutions
By Folasade Akpan
Abuja, Aug. 14, 2025 (NAN) The Minister of Humanitarian Affairs and Poverty Reduction, Prof. Nentawe Yilwatda, has called for a transition from short-term relief efforts to long-term, sustainable strategies in addressing humanitarian needs across Nigeria.
Yilwatda made the call while delivering a keynote address at the Nigeria INGO Forum (NIF) Dialogue Series on Thursday in Abuja.
The address was delivered on his behalf by Mrs Ene Odusuyi, Technical Adviser on Policy Review and Intergovernance Relations.
The event was themed
�??Accountability in Action: Advancing Durable Solutions for Crisis-Affected Populations Amid Dwindling Aid.�?�
He stressed that the growing scale of humanitarian needs continued to outpace the resources available, both globally and nationally.
�??In spite of increasing humanitarian needs, global donor aid is shrinking.
�??This reality is actively felt in Nigeria, as the country has been listed as an �??accelerated transition country�?? by the United Nations.
�??This means the traditional international humanitarian architecture will soon be dismantled.�?�
He highlighted the protracted conflict in the Northeast, which had displaced 2.3 million people, and growing crises in the Northwest and North Central regions, driven by criminal banditry and widespread violence.
�??The 2025 Humanitarian Response Plan projects that 910 billion dollar is needed to support 3.6 million people in Borno, Yobe, and other affected states.
�??Behind these statistics are real people, families displaced, communities striving to rebuild amid great loss,�?� he said.
Yilwatda reassured stakeholders of the government�??s commitment to working with partners to ensure that no one was left behind.
Speaking at the event, Mr Trond Jensen, Head of Office, UN Office for the Coordination of Humanitarian Affairs (OCHA) in Nigeria, underscored the need for inclusivity and empowerment in humanitarian response.
�??When it comes to accountability, inclusivity is key.
�??We must prioritise the most vulnerable, often women and girls, and ensure they are given power and choices.
�??They need what they actually want, not what we assume they need,�?� Jensen said.
He emphasised the importance of collaboration between humanitarian and development actors to reduce long-term dependence on foreign assistance.
�??As humanitarians, our role is to complement government efforts and work with local partners and civil society.
�??We must build trust and enable communities to eventually take over operations,�?� he said.
Mrs Chimda Musa, Executive Director of the Rural Agricultural Transformation and Empowerment Initiative (RATEI), emphasised a practical model that integrated displaced women into agriculture, particularly rice farming.
�??These women are not only learning to cultivate rice but also engaging in rice processing and organic fertiliser production.
�??This social enterprise creates sustainability and can be replicated in other regions,�?� she explained.
Also speaking, Hauwa Nuhu, Managing Editor of
Human Angle Magazine
, emphasised the critical role of the media in exposing humanitarian issues and tracking accountability gaps.
�??Accountability is essential to identify gaps and drive real, sustainable solutions for affected regions,�?� she said.
Director of the NIF, Ms. Camilla Higgins, pointed out that accountability extended beyond financial management.
�??We can�??t talk about accountability without mentioning the devastating funding cuts this year.
�??The loss of U.S. funding has been particularly severe, but we�??re seeing donors across the board shift priorities.
�??In Nigeria alone, more than 2.3 million people are internally displaced in the Northeast, and 4.6 million face food insecurity nationwide.
�??Our response must be smarter, more accountable, and more sustainable,�?� she said.
Higgins stressed the need to amplify community voices and keep affected people at the centre of humanitarian responses.
The forum convened a diverse group of stakeholders from government, international and national NGOs, UN agencies, civil society, and the media to explore durable solutions and improve accountability in Nigeria�??s humanitarian efforts. (NAN)(
www.nannews.ng
)
FOF/AMM
========
Edited by Abiemwense Moru",https://nannews.com.ng/2025/08/14/minister-urges-long-term-humanitarian-solutions-as-aid-declines/
"Lagos LCDA warns youths against drug addiction, substance abuse",Kazeem Akande,8/14/2025 16:20,General News,"Lagos LCDA warns youths against drug addiction, substance abuse
Youth
By Kazeem Akande
Lagos, Aug.14, 2025(NAN) The Ayobo-Ipaja Local Council Development Area (LCDA) has urged youths in the community to shun drug and substance abuse to safeguard their future.
The Executive Chairman of the LCDA, Mr Lukman Agbaje, stated this during a public sensitisation programme on Thursday.
He explained that the event was organised to raise awareness about the dangers of drug abuse among young people.
The chairman joined the National Youth Council of Nigeria (NYCN) Ayobo-Ipaja branch and hundreds of enthusiastic youths to commemorate International Youth Day 2025 with a walk against drug abuse.
�??This event aims to raise awareness about the dangers of drug abuse and promote a positive, productive youth culture.
�??We commend NYCN for their dedication to youth empowerment and advocacy.
�??We are reaffirming our administration�??s commitment to supporting initiatives that uplift young people and create opportunities for them to thrive.
�??As a youth-friendly leader, I recognise the critical role young people play in shaping Ayobo-Ipaja LCDA�??s future.
�??This walk is a call to action against drug abuse and a testament to our collective resolve to empower youth and steer them away from social vices,�?� Agbaje said.
The chairman assured the youths that their concerns and requests would be addressed promptly, stating the importance of collaboration in implementing transformative programmes that inspire and empower them.
He added that his administration�??s monthly Peace and Security Meetings provided a platform to tackle community issues, including drug-related challenges.
The chairman called on stakeholders across Alimosho�??s six councils to collaborate on anti-drug abuse campaigns and youth initiatives.
He also pledged to engage his counterparts in supporting the National Drug Law Enforcement Agency (NDLEA) and related organisations.
The NYCN Youth Branch Coordinator, Ms Azeezat Fagbohun,?� in her remark, said, �??Our organisation is actively working to combat drug abuse in the community, demonstrating our commitment to addressing the issue.
�??The walk unites young people across the LCDA in demonstrating their commitment to combating drug abuse, with the ultimate goal of reducing it to a bare minimum�?�.
The News Agency of Nigeria (NAN) reports that the local government organised a public sensitisation event on drug and substance abuse to commemorate the 2025 International Youth Day. (NAN)(www.nannews.ng)
AKA/OCC
========
Edited by Chinyere Omeire",https://nannews.com.ng/2025/08/14/lagos-lcda-warns-youths-against-drug-addiction-substance-abuse/
